m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,sh1,sh2,sh3,s1_z,s2_z,s3_z,s4_z,s5_z,s6_z,s1_h,s6_h,n1_z,n2_z,n3_z,n4_z,n5_z,n6_z,n1_h,n2_h,n3_h,n4_h,n5_h,n6_h,d1_z,d2_z,d3_z,d4_z,d5_z,d6_z,d1_h,d2_h,d3_h,d4_h,d5_h,d6_h,mass,modal_frequency_1,modal_frequency_2,modal_frequency_3,bend_stress,tor_stress,steer_stress,brake_stress,bend_stiffness,tor_stiffness,life,bend_disp,tor_disp,steer_disp,brake_disp,source
2,1,1,2,2,1,1,1,2,1,2,2,2,11.787294982654839,8.937235793576372,9.762311001032636,13.359717477259943,17.07064149486035,14.85923835710402,13.201849904186247,12.061302916856848,16.92399250622452,13.793605009645674,15.463021704632657,11.063056894651057,14.259094820361925,13.496874229974512,10.648243256686879,16.390500795075614,20.696005207938864,11.865579726367042,18.255902418026324,15.22131227369727,20.10771475768811,10.953079248733859,8.741162588833753,11.432015324873953,11.756180418770159,12.475604355048732,10.919314995050623,-4.8283061477604425,-7.645045489186865,-14.734089967557567,60,53,44,48,45,41,34,33,4,7,7,5,6,3,6,5,8,7,6,5,14.89572806101014,16.038165746532478,14.349053147644314,13.100924419872037,15.66060513680583,13.53588118714026,14.759854254199661,13.439464739523098,13.917556785791511,14.322770308196015,14.655669021542572,13.637667479098223,0.41560097044139455,9.57891098288381,14.534522603804795,16.70496370620975,107.29980674146003,155.15405361860158,144.4991825970215,146.93742448844742,1914.3407772951866,640883.1455030929,57944287.721620634,4.0062141282176,12.449160961768346,3.3671633321762386,3.666949778130183,1
1,2,2,1,1,2,2,1,2,2,2,2,1,14.884926742735628,12.237560616661995,11.03538893253207,9.994308981902469,13.411631720071787,10.106959906871541,12.464693351563032,14.284321144400197,12.78367753183737,13.942332416313029,14.620781482259694,15.768519345069805,14.300809380546387,10.887685716868019,16.518561239462112,11.410636189283586,12.736210666518563,8.839748077250533,16.697302819655484,20.944395791328088,15.88884903318732,13.820358817919468,11.919846363699255,13.914890858412408,12.699340503204564,8.419907432465354,12.30340974754704,-5.966122453747506,-0.8741789284643195,29.20774391846713,35,47,43,37,54,51,36,33,4,7,8,6,7,3,5,4,6,6,7,3,14.040993227530805,16.547040242162144,14.846642405391544,12.459115351230812,14.56693748382949,13.379322121976848,12.148526932468522,15.30561391522205,14.410638704495284,14.186901028403154,13.71255234605142,14.888448506017113,0.4702101766367118,9.854310737025799,14.086881384495445,17.338762421309575,115.31348196562152,161.0999579911224,162.10632055114576,153.87683700279422,2011.935070014592,679589.4595339014,220262465.8539468,4.330459139181778,12.240765575572665,3.322904608842305,2.4376964756113217,1
2,1,2,2,1,2,1,1,2,2,2,2,2,12.474762943437883,12.685956321983092,16.386656224771603,15.611446375550878,12.094775278874733,13.732015880668012,12.983030579152237,10.06788016273215,11.973738244677762,12.385343887459499,13.078714576083929,10.995550352453142,13.915640147769011,10.453489214140808,16.415661646975764,19.001256945590104,11.646681639362082,14.451949215936924,22.035413623073868,15.541172499004968,17.332911561426283,14.066112230159193,11.85182957329107,12.926303884509858,13.943517816166525,13.700091081099103,15.515506734949126,-2.426033924926602,-7.6706682476260655,6.826191225987396,65,35,46,50,39,47,34,35,3,5,7,7,5,3,5,8,6,7,6,6,13.012261677112544,13.557726223675004,14.639522347019891,15.21678546505065,15.373622801235681,14.461512660271037,13.973421086322347,12.613982291773695,17.19260326800182,13.853641595569346,14.05232502720398,19.51789283841414,0.452664788207215,9.877637887382793,13.83676547944715,16.98511569623976,102.81860717827408,173.515522380196,141.24439021347595,125.23135651374872,1794.0303149367646,647842.4064690073,618318359.1586956,3.9088710971065046,13.953498903411091,4.471653797497907,3.075732371132788,1
1,2,1,1,2,2,2,2,2,2,1,2,1,14.889584480434122,10.626518054481558,11.859651740744251,17.43953397467047,11.22206279914456,10.948441578263118,15.481348936060488,15.53360806069853,15.795840622212124,11.339571015728444,14.648941406528882,14.727065575191185,14.472283262067236,12.12555012917634,13.714055156860896,10.564747616504864,10.920889633686091,17.019435395626587,22.12226412383238,14.72016393286831,16.744114411649235,11.615979329544373,10.708728204304622,12.504570014101237,12.719931114543792,14.450416851236874,9.911779071158364,0.7052452362096779,1.7978249652065756,-0.05569563370149866,61,40,53,49,47,49,35,37,3,6,7,6,6,3,5,7,7,7,6,5,13.609692943735904,17.746149585057267,14.616219603960701,12.308884804227828,12.645567475498936,13.956305055044119,10.73686234416375,13.517138469060571,13.466312598998247,14.632375730127588,11.764669026930665,16.58727936557695,0.4250960544011647,9.885905341953654,15.08797726864055,16.784101107246112,138.82094408523858,178.5046882549762,159.75205833443232,190.81843541525933,2333.0216040470314,659395.3159697506,739590262.3394238,4.223259412161357,13.250324638854705,3.8343632042323326,4.278191237388921,1
2,1,2,2,1,1,1,1,1,2,2,2,2,10.564345389332585,9.826472909921527,9.532658090099577,10.71332119624385,11.828344933954437,12.80693632980507,14.175027059363904,10.7877576530143,15.07952665226458,16.03277123298209,12.565338597618902,12.768822396326948,8.937751538871131,14.866144557013888,11.863771089423443,14.084701652341241,11.148920434748625,14.38303935653607,15.753526251722302,18.070108860927064,21.74416349671095,13.03805574357522,12.186820707470863,12.887519393400295,12.140414921623965,9.939721882839022,13.602471564928054,-5.681244706758349,0.7496608712957233,-12.946752371012625,38,45,38,60,53,41,33,36,2,5,8,5,7,4,6,6,8,6,4,4,11.765688933472354,16.35731327700631,15.62569385046929,15.059751928632808,14.643271781367165,15.807461405924588,14.541066905343017,15.105208300042248,13.669599242748427,14.68487248735162,16.370559111126276,14.17750312160682,0.42065277097845355,10.041165982583886,14.387518117843195,17.2268549665822,112.24872316572161,125.21743050530202,113.65731216821433,180.58386471859112,1805.7434448996732,578613.5152039134,1302835301.6242468,4.4993633276487,11.947923871987216,4.501564719085506,3.5156291891292892,1
2,1,2,2,2,2,2,1,1,2,1,2,2,17.358477759087364,8.55173190783513,16.400726081893126,11.341397153678496,14.583620790208254,13.232944019141968,13.907594966712091,13.094014527023216,14.229871330074609,11.255850119683558,12.713872051854949,13.934125901411296,11.437556337976376,15.686504764505344,15.864163913354801,11.575222534166953,9.127682712739295,16.74112071507264,18.161549082102972,13.609153095253944,17.627246317782266,15.440859381116324,11.299450516808351,11.146335852615731,11.236175172736878,10.453148067636615,12.710939667307347,-3.6399164959303496,-4.831225712485015,0.5388951443858465,41,44,46,38,54,58,35,33,3,6,7,6,6,3,4,9,8,9,5,5,13.46200060780957,14.265298097742086,15.21213710841168,13.309114855648444,12.897168743219972,17.274819401268072,12.909492519468596,14.121950464075123,13.768661290574403,13.248930593733206,13.227123016992245,13.279812043594305,0.4251452990201412,9.413327020174203,15.189902071486527,17.63712870618621,117.57482216448113,164.14699009272692,129.36012410141922,125.6113210910341,1384.6381835920563,634638.9076821035,570149560.4939098,4.5601402211632225,10.487238640540308,3.9286788454490154,4.6698335023178625,1
2,2,1,1,1,2,1,1,2,2,2,1,2,12.350016990651111,12.604388466004965,15.200650845462842,12.012403430386819,19.46886149468546,14.126298905835995,11.208093029736197,17.145771682662684,16.14248460849476,11.572092973202547,11.5299934881143,11.865475765059728,11.910437286211764,11.196800496622473,12.117328703403471,13.911799516465214,19.181665017231985,13.980407675589996,18.451780301188567,17.869900445759686,17.982291923764656,12.704837659432958,12.774145456165208,13.851230343962332,11.559899200574897,10.420396793726258,12.345649969944294,-5.793052763963685,-5.243040698883014,-7.514663737170541,57,46,62,63,33,46,34,35,5,6,7,6,6,3,5,8,7,5,4,6,13.276420092141032,16.493230413322784,15.262702674372383,11.922152535156421,15.191202652960081,12.786413540582181,13.756580764339395,11.492032512693127,12.40323487403317,13.975561878769119,14.831152613462399,14.021839388662942,0.456387456248818,9.912688703918304,14.054074368461396,16.591842020608425,101.56765345506768,199.9979580962235,83.15740370281462,126.39282178053547,1625.5947466897978,486601.87637417135,906490915.9630172,3.7656258435822516,13.567593565764707,4.190179260694121,3.9614032804711337,1
1,1,2,2,2,2,2,2,2,1,1,2,1,13.767345531645137,17.506333036685106,10.328365264719702,13.643335691950238,12.427229404430104,9.193206136565765,10.656121735262193,12.287241788936203,12.781043631756102,16.615684247584824,10.850608911553564,16.010926963679104,17.272738412475913,13.351487351556338,11.634009123947228,8.771754675498991,10.626189040942885,8.58656756288234,12.569855414279765,22.25192182327975,15.315717360685365,13.801420687625194,13.910571768011533,11.805615597468128,9.21739222451243,10.319742276160772,12.796736414002364,-4.850008658177844,4.1581135283391895,-12.138276997517652,33,35,45,54,39,41,35,35,2,7,8,6,5,4,5,10,8,7,8,6,15.854067789710577,14.202773828034362,16.8022882384535,15.949537878416809,12.973508007215386,15.265458091373429,11.999195437304751,13.759316778116744,13.718663024984643,13.193518332777954,16.700064064710716,14.607120586804717,0.4083187274091952,9.968543836073591,14.725497091245256,16.11442111605783,126.4976748078132,156.18385801926829,160.6238048911923,149.95745182028966,1450.9789138357335,684014.1334176927,694321976.2947228,4.526979123261361,13.743963536948474,3.8825398491311143,2.6975894854394626,1
1,2,1,2,1,2,2,2,2,1,1,2,2,13.990705532264641,11.332445050706333,12.796527940814444,18.190454791390273,13.138449758198254,11.377453917272165,12.55098972161779,11.795992823211469,15.675954483884935,14.188522030004036,12.787904232866989,13.207934316030054,17.8919896293874,15.157905093822162,13.826206762186805,16.735848523045018,18.127846833767805,6.493947638123244,15.971732584399792,12.98862651885305,15.728367728794755,12.76686037543625,9.87818290876319,12.485591345525812,10.909330835577265,11.126473703803896,13.599269889020432,9.015315203114712,1.280494579041815,-3.527677608939557,42,42,47,66,53,51,32,35,5,5,7,6,5,2,5,7,6,7,10,4,14.317690377787677,13.572977787546888,15.167727783457781,14.382525111216127,16.390213676963693,14.458252263459809,11.956383836891526,13.91772628453222,15.442465337120078,12.713065794465058,13.485190037843926,13.257460010948463,0.38482420691339947,9.915495123504911,14.196571586575997,18.340184065178367,114.18973306224203,223.23015937188404,134.05984191052212,150.4043939428031,2106.9258270026858,567981.0205265221,139127197.98924807,4.685432418250877,13.725729808174762,4.575746341407872,3.938912869050678,1
2,2,2,2,1,1,2,1,2,1,1,1,1,16.683023144875484,12.190111638861772,16.94249811760952,13.410117398119974,11.965080360323705,15.23780856093396,8.890273540484712,13.687857099256602,17.4184088342305,8.483843340955797,15.975047578949157,14.209448867443637,12.573452613000018,11.11720318422724,14.305988714785041,9.636289410489894,10.622119665987979,13.549051848802957,17.957523128877387,19.202791882877847,18.82313778160693,15.330611872242468,9.966456627194098,12.225023094631217,13.08031782313883,13.5741521334302,13.370627479280328,-5.179993849078622,-1.8277424261596973,-15.784256892205699,37,58,44,71,47,40,30,37,4,6,8,6,5,3,5,7,8,5,6,6,12.333798459628676,15.397629945556329,16.72762885144027,14.714079030983406,14.310834265771849,14.062812938637817,13.599294496812028,12.827036397601793,13.774854729504472,14.334694843319102,16.44890168597161,17.0295314048063,0.46240181274280556,9.785677473704022,14.974600960844283,16.848530687050093,118.16770415303867,197.94135330519225,138.31281048169444,141.4631003335771,1536.881981539037,553610.2421364522,282932098.9894548,3.9742299345804653,11.707637559309386,4.813378490171943,3.8312467342824092,1
1,2,2,1,2,1,2,2,1,2,1,2,1,11.915834128008655,14.563013794538286,12.300798456542612,16.123217955507364,12.700650685145646,13.252910161120665,12.935676011937481,15.872147770920634,12.587660117956847,11.464721038597585,11.403233878444443,15.036996508634234,16.63173684128639,12.993150359046965,11.840794899089797,10.536801534110088,12.26369936695891,14.109044264724474,16.564773192078984,16.836729269770256,15.631530720311263,13.867064567393701,14.646228325440962,10.403146292149104,10.307678374939554,11.327768081096258,10.744802674110863,-5.282738658942619,-3.3057853356553304,-12.480104821853876,60,39,38,63,79,50,34,33,3,8,8,6,6,3,5,6,7,7,8,6,14.089796650963972,12.087341362351836,13.703822667321646,14.330773538633832,14.381227099429562,13.39415398037855,12.555476936649047,15.075250230939382,16.455509256002923,17.011866929229505,16.424344312953302,14.04784899989154,0.4070665049964785,10.42573819416231,14.867857441534213,18.213309013328196,127.58356989121295,202.84022124139594,106.09691731226734,137.13229945607748,1504.4612096930623,648206.2742572009,999312932.8599216,3.9890142635598638,14.119752588197287,3.358112144560249,3.109505484659915,1
2,1,1,1,2,1,2,1,2,2,2,1,2,11.522286183380471,13.826350168255196,10.055756140364991,9.725076246166047,12.008202015650708,13.645700692573158,14.637553394866016,15.049743503331404,8.903222109894273,15.35318314102943,14.868503700920467,15.83824983217117,13.032685974948613,14.026925418612986,11.171359759767544,14.75860575625336,11.28974461858131,12.502631129348295,18.07598871847205,22.511890108850213,19.18551123293096,13.601214608999085,10.975230325930397,10.576660326565301,11.44723663545781,11.572770617003895,11.925614170431432,7.668300324221076,3.364566275586723,-12.72020238159377,46,50,37,48,62,57,35,36,4,7,7,5,5,4,4,7,7,6,7,4,14.030683055074581,14.715971621212363,13.32796531753306,14.0691941435943,12.196048122433538,14.678489377500776,12.24575161637189,16.483392450198366,14.274623579031335,16.575607449161424,13.412697710555864,14.736845525161588,0.37811426558476113,9.577331149862147,14.334482372663594,17.19390579496117,105.84247423896268,201.1918068455429,91.32544759601848,145.8637686139889,1561.9433742517604,740849.4550420996,487192941.3759461,4.945585720834761,14.863020548302574,4.190631859870862,2.770634813466324,1
1,1,2,1,2,1,2,2,2,1,1,2,2,8.945697412021495,15.930018274695861,13.62022471010182,11.800946558488318,11.097109706480964,13.156000771594282,9.637450460148505,15.485833359053114,12.902216819343899,16.772859640446768,10.419115814638303,10.693347128037075,12.523134296025576,9.254622007886342,10.457316942818387,20.537578478605656,7.787619740659511,10.287579341555615,20.835613193754135,18.502091765436273,14.300169034084696,11.687525258181218,10.072562879870006,11.251882249551322,11.364542743208522,13.442096516245822,9.349096088428322,0.8742426876143853,2.7142630521144477,-18.244929119191912,42,52,48,53,48,41,30,34,4,8,8,5,6,4,5,7,5,7,5,6,15.55194355477153,15.165388786299646,16.114295340913436,14.842945759638845,14.081321069568087,14.84278448770675,12.715395607983147,13.82285221501076,14.915821647356225,13.447788812794592,14.572760630189256,11.592145335796639,0.45205499042760267,9.884003205798559,13.138102248629266,17.555290794735424,99.8771072225768,142.80637361456468,195.17630661212684,127.42121095656886,1626.5641784479326,716027.3354656247,164093432.91018376,4.272934639214696,12.372232087619633,3.9832847540236695,3.020701967572265,1
2,1,1,2,1,1,1,1,2,2,1,2,2,10.61685501963511,12.90338662505415,14.480287055633553,10.311256577876414,9.114271425779457,11.403637602440542,15.691906947366874,7.7665053826483215,14.779121744129737,11.414496813044622,18.44706419447967,15.353563841513974,15.023799805973095,10.756484455022703,13.34317106288116,12.298797529939693,10.043518700200261,12.020930511893638,16.32254153848538,16.775731782142564,15.578356692549427,17.380747955294154,13.65959543661123,10.790567800895598,13.518071813426218,14.637166773145088,13.782971613911302,-4.863199288681728,0.6092686630108969,6.637051092849084,43,48,45,51,44,58,33,35,3,6,8,5,6,3,5,8,8,5,5,6,11.7464191414624,16.76172171733736,12.84418410477748,14.908173972425582,13.38021119304812,15.328718779791899,11.233546235602612,13.367159715177243,12.905635699770297,14.503206633991283,16.147347985358113,13.295131949944775,0.4387312264295741,9.77995802097525,14.477868189255139,18.42155035457419,121.30340618796164,208.97324913930788,99.43322447534692,148.49311818947135,1974.872627604042,553520.8973449087,96211658.43340857,3.501483450209697,12.726107386048206,3.3035586410689004,2.9900561455161268,1
