m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,sh1,sh2,sh3,s1_z,s2_z,s3_z,s4_z,s5_z,s6_z,s1_h,s6_h,n1_z,n2_z,n3_z,n4_z,n5_z,n6_z,n1_h,n2_h,n3_h,n4_h,n5_h,n6_h,d1_z,d2_z,d3_z,d4_z,d5_z,d6_z,d1_h,d2_h,d3_h,d4_h,d5_h,d6_h,mass,modal_frequency_1,modal_frequency_2,modal_frequency_3,bend_stress,tor_stress,steer_stress,brake_stress,bend_stiffness,tor_stiffness,life,bend_disp,tor_disp,steer_disp,brake_disp,source
2,1,2,2,2,2,1,1,1,2,1,2,2,12.787703474867158,10.758742210804485,13.335125687415712,9.23185893741902,15.393509246292524,10.284056268050335,13.349402491818182,15.316146888188086,9.466169083374552,9.411176816909574,14.713810539687984,9.68617482704576,12.853396933409384,11.905223886831664,9.26951394311618,13.539645638666116,9.073431340861134,11.85757330560591,13.232119868393056,16.037297791219316,19.78879033017438,12.076129585067974,10.87822545474046,9.778418015950592,14.505429872690002,9.135444263956742,13.501565638143802,-1.8029575384716736,-8.235312180375331,-18.634666840560385,50,42,49,57,42,44,33,34,3,7,8,6,7,3,6,8,8,6,6,4,12.5,16.5,16.5,14.5,16.5,16.5,14.5,14.5,12.5,12.5,12.5,14.5,0.377799,10.371868223554692,14.880711273721973,17.291938859230196,138.7099621616245,219.6879180770719,138.51417541503906,163.90909861827018,1407.006817101386,591792.2021312992,198963.0,6.112252944940758,16.65757084503359,5.060918340548509,4.736058464567559,0
2,2,1,1,2,2,2,2,1,2,2,1,2,12.896901833300944,10.161927256907802,15.819391188153531,13.704975568398368,15.450190785748418,11.04541396460263,11.232328033016527,9.742003595165444,14.437983159383291,12.786287544469817,9.559428929293064,13.156654628633987,16.98242579906946,16.231946039188188,11.943659432174172,13.306914403743576,11.155643424426671,12.98602452146588,16.278408528247382,14.836577218666209,18.564760602486786,12.033331842991174,11.206809713927214,13.59247876262816,9.344538493387518,14.751566817649293,9.634653704430091,-0.1927297299625934,3.9889958557250793,-0.0784708667270024,42,62,46,37,41,60,34,32,3,6,8,7,7,3,5,6,6,5,6,6,12.5,12.5,16.5,12.5,14.5,14.5,14.5,16.5,14.5,12.5,12.5,16.5,0.408253,9.949397262252235,15.2374150153643,19.09761244151499,130.12596769004517,207.6214486579866,145.54391479492188,150.48366934708835,1794.841697539872,604612.0158665604,2466909.0,5.1016141530042605,14.235243864000164,4.419098795969783,4.099435023690462,0
2,1,2,1,1,2,2,2,1,2,1,2,2,16.381410999805667,15.971563541446812,9.916347128921188,13.229853410390206,15.70114471449051,13.272483787615784,14.393968198099174,13.452021570992656,9.62789895629976,15.717725266818888,12.356573575758375,9.939927771803925,16.894554794416763,12.391676235129124,10.661956593045034,10.841486422461458,13.933860546560028,16.916147128795274,16.670451169484295,16.019463311997242,14.388563614920711,9.199991057947043,10.240858283563284,12.554872575768968,11.067230960325103,13.509400905895744,12.807922226580558,7.343621620224439,-1.566024865649524,-20.47082520036201,44,54,44,44,69,56,33,32,3,6,9,7,5,3,4,6,6,6,8,5,16.5,16.5,12.5,14.5,12.5,12.5,10.5,14.5,14.5,12.5,12.5,14.5,0.390228,10.48199557424322,15.783290311357325,17.127274773664865,144.9654555898694,224.99349956240644,128.3487548828125,175.40348425257005,1423.492282206946,628960.6232003324,2577367.0,5.949432287945649,16.518148360063837,5.027748858374888,4.88535574400013,0
1,2,2,1,2,2,1,2,1,1,1,1,1,15.98292699229205,12.151681821618697,11.48137934791157,10.108254782215226,12.610359084384982,14.560624799516518,11.439556995464956,9.795848289795686,12.712013493815904,15.704149441618938,10.747612492239568,15.259524387598503,9.755526090564672,15.097833779465873,12.147773154138122,13.918824196152856,13.314218932355288,13.154339127067942,19.77344442816684,15.990488085255492,18.71645329199964,14.789428288218916,11.455245432021911,13.002953693954623,11.566891310430949,13.964651739559486,14.907008940164816,-5.558693679246062,-5.071409542164474,-8.11194032656931,37,52,54,56,42,62,32,33,5,7,7,5,7,3,6,6,8,5,8,4,14.5,12.5,16.5,14.5,12.5,16.5,12.5,12.5,12.5,16.5,12.5,14.5,0.409934,10.0950735878455,15.247072157318703,18.2946336648732,126.8508124433635,204.63880860428168,125.97579956054688,151.6914512644791,1724.77423822304,634899.5423059851,348679.0,5.020060484181072,14.669234433741796,4.432888980806132,4.101261282484717,0
1,2,2,1,1,1,2,2,2,1,2,1,1,10.8998785129952,13.137895775595098,11.131118265955593,16.511779211679823,16.134630265820306,16.014840803982224,12.12178847164614,15.46942988637602,9.443687834020238,9.312382058182266,16.463489469781052,12.72209369338816,11.101461229089182,16.705494100169744,15.678500720940065,10.277330570330378,13.65216016973136,11.494540709012654,16.34099829819752,16.74671302124625,13.251639119524045,13.816057627045666,10.377588531715446,9.943098939795163,11.3318315345241,12.605819925389367,11.77721215460042,2.960027033746883,-3.398880406726676,-10.756290185825492,44,48,44,38,55,54,36,33,3,6,8,7,6,3,5,5,8,5,8,6,12.5,12.5,16.5,12.5,16.5,16.5,14.5,14.5,14.5,14.5,14.5,16.5,0.396617,10.633833225501135,14.85210067686748,17.804302343157417,135.39717003203367,206.22497261484884,117.16645050048828,170.7416071980959,1501.7229847364856,654491.9699257817,669162.0,5.616318467978042,15.329433804307593,4.769312857981736,4.712100265382497,0
1,2,2,2,1,2,2,2,1,2,2,1,1,16.107526478153886,13.64873170471401,14.478148795227751,15.614108668320114,16.291970093065174,16.191746280906955,16.508561301074224,14.865475217957282,12.862453985755565,13.093584491783986,14.523200279596496,9.395375978812808,13.506294931547018,15.530896742275218,15.369322272046702,11.828475615155185,11.380522916821064,15.166350664483616,19.54277581491624,14.781178064324196,16.62601077769068,12.08535792078328,13.114916180049477,12.163256340536464,13.473092527441622,14.627710878550715,13.370505567079816,2.5148024052796245,-5.061593238522619,4.331237093112577,42,61,39,53,45,44,33,36,4,6,7,7,6,3,5,6,8,5,8,6,16.5,16.5,12.5,16.5,16.5,14.5,10.5,14.5,16.5,16.5,14.5,16.5,0.425934,10.683795089041098,14.979060704471935,18.942204065382576,125.38200883715126,194.5557330006245,151.34716796875,156.66104960181218,1860.508342726416,714687.9270006216,14771800.0,4.85968396383379,13.818597438421769,4.307364185148464,4.149731790270865,0
2,1,2,2,1,2,2,1,2,2,1,2,1,11.089633820200106,14.21309810128878,10.506908636394655,11.453001915680945,9.075093373743584,9.436772514571205,14.240441823698347,9.14313635948929,12.397789830894908,15.465620436676543,13.646911532472586,14.084543414617656,10.619149950420251,9.011667629209114,16.648797034606105,14.640824884845642,14.760475597897312,16.184215778455837,14.488209178525722,18.65875022226828,17.777705708605936,12.621372044879536,12.558282721096475,11.75758735396812,11.782138570626556,10.720141440840962,10.35722264659853,4.2257509564187785,-2.3102286149987776,20.309426411997265,48,40,36,72,48,58,33,34,3,8,9,5,7,3,4,8,6,6,8,6,12.5,12.5,12.5,12.5,16.5,12.5,14.5,16.5,12.5,14.5,14.5,16.5,0.447704,9.631508465273775,15.283213092828726,20.06889504087159,96.4710352208899,153.83014522257488,92.7587432861328,129.11624750511783,2250.142628530587,645559.8430984084,21368973.0,3.8796762862947327,11.501672980594828,3.58746929162807,3.161957631027564,0
2,1,2,1,1,1,2,1,1,2,2,1,2,11.48298411857104,14.66835820878623,16.77104176854482,14.23035479214741,13.624235847441014,10.52537690772442,12.132826771528926,11.918052900291514,13.587466488068458,12.14108815434156,14.945882816740776,11.876489535614382,9.88426532916492,10.27006314805476,12.31384593056282,9.516026226512622,16.718753245135304,11.651503672997933,17.810868344211485,16.02392193180276,13.73862029373413,9.919025689727276,14.900200076357578,14.860758935814374,14.92678068841633,13.915911745410996,11.48133307947137,-7.693023169449589,5.266653305669024,-20.011785610411607,61,37,39,70,73,53,35,32,3,8,9,5,5,3,6,6,8,8,8,5,16.5,12.5,16.5,16.5,12.5,14.5,14.5,16.5,14.5,12.5,16.5,12.5,0.399466,10.561444368196568,15.569776140080256,16.945959007204014,147.25776482688562,227.0810554543669,128.82484436035156,180.6151802880638,1423.9706396678257,655813.0674666867,3892251.0,5.971761431034376,16.574596346594955,5.233891474021519,4.8422686609606655,0
1,1,1,2,2,2,2,1,1,2,2,2,2,16.95537356371642,14.783313461142823,14.629667958855862,16.200663757772418,15.212897075718502,11.929256562172668,12.97903698697337,15.921257165056886,10.613766517402835,9.202710218291031,16.633754925482208,10.93640880685416,15.267535583494464,16.33077945097466,10.881888996023918,12.978462237661006,13.69244365292252,16.419691062095808,13.241832119092578,20.886223490611883,20.11946241967962,9.804512278664332,10.905023389139387,12.701256513675617,12.262173884948425,9.908630427111348,9.895711300654511,5.593050286963262,4.515957085171976,-15.089940220303106,46,46,50,72,47,41,33,36,3,7,7,5,5,3,5,8,8,5,6,6,14.5,12.5,16.5,16.5,16.5,12.5,12.5,12.5,12.5,16.5,16.5,14.5,0.468966,10.550174168645182,15.62979598383602,17.51174159950257,106.76789335712868,163.09697496032163,113.31053924560548,131.16002193571663,1806.045251024964,782609.2808660916,12523388.0,4.903290054551804,13.013227117111994,4.200970364609607,3.8316686706087415,0
2,2,2,1,1,1,2,1,2,1,1,2,1,13.691337740398012,12.737765863421371,10.019071310176514,9.412107211421244,15.272041663876736,16.525492014246993,12.181377553730272,11.976323737646451,10.63355889392551,9.447635192307644,15.563517499133011,11.920932070235722,16.828053985140286,12.876773541676812,11.93872122222092,13.421591865713708,12.070434106863104,13.515799842658453,20.68979979248252,20.36690681136679,17.840521894744597,11.076120577199616,9.71791242159088,11.68736705291667,10.071440757979872,9.431169767776735,14.528357122588204,-8.01348634356691,-3.016456460303744,5.12334816720977,51,40,50,54,68,45,32,32,3,8,7,6,5,3,6,6,8,5,5,4,16.5,16.5,16.5,12.5,14.5,16.5,14.5,16.5,16.5,16.5,12.5,14.5,0.464476,10.154149565662523,15.030064277541465,19.705839142467976,97.22405620282127,153.3953181994845,132.53602600097656,124.35725020231324,2164.7878515607085,747158.9459550274,416842690.0,3.954309492312116,11.497087003898558,3.664759751093394,3.1116145395490418,0
2,1,2,2,1,1,2,1,1,2,2,1,1,13.151597154181218,14.974552963132735,10.119084873324027,13.35349054771359,16.071277658775216,16.52849322251859,9.593881163367769,10.303064456180437,15.638126643229045,11.73986954728025,10.458332946611336,10.951450841937913,10.97063396903104,16.372746845445363,13.77560839112266,16.502536809974117,11.64760710936389,16.463725349138258,20.920038613578072,13.92720584894414,18.482493658870226,11.954735185056052,10.422088442552194,9.908012101404893,10.891368702876209,9.688805087855144,9.664148557996668,8.080345555670647,2.909854270499636,11.878843746537314,42,42,43,43,69,42,33,32,3,8,9,5,5,4,5,5,8,6,5,6,16.5,16.5,12.5,14.5,14.5,14.5,14.5,14.5,14.5,16.5,16.5,16.5,0.422198,9.857432218811027,15.497737313627653,20.58636758149201,119.75154205617298,200.81749001328348,165.09368896484375,134.9863433432666,2170.011813993573,636060.9238792821,16406603.0,4.515393892694849,12.129150495807036,3.837886687397864,3.571771115039272,0
2,2,1,1,1,2,1,1,2,2,1,1,1,10.402610397679382,11.257247499961522,13.233756815214292,13.170040368757329,15.208442774150171,12.656051550598931,11.749446009183885,12.890625445594196,10.46105523990991,11.400104676678891,11.662930854261504,9.180413291978766,11.815357346102246,9.914688581673545,15.712688044077368,10.709120444909786,10.216558059459205,12.08378419543442,15.107326146346168,13.083426522745867,17.741825308199623,13.698757521513471,10.787610375246004,11.10184825313263,11.59336100141445,11.045742172977045,9.073452472435749,6.328680493805223,6.526748251550089,-12.309501314010047,67,48,36,36,53,39,32,35,3,7,9,5,6,4,6,5,8,5,5,5,14.5,12.5,12.5,16.5,12.5,12.5,10.5,12.5,16.5,14.5,14.5,12.5,0.36358,10.134969032228549,15.891648161028476,18.38508257743136,149.34575764756855,239.0182469473861,184.4466857910156,166.64502468961524,1483.0743601131458,559439.1270713491,17397.0,6.199544150185735,16.58937898731357,5.050157005485596,4.955853616110895,0
1,2,2,2,1,1,1,1,1,2,2,1,2,16.17208551755175,10.605955868493766,14.196591583546253,12.74041237263009,9.118995697703212,14.766432024072856,10.190732424613088,16.46496083913371,14.90805406263098,10.63815264357254,11.202597660478204,16.630563530605286,10.139154182281343,10.52698206109926,16.699741383548826,9.297403018455952,13.881519460584968,13.401840030681342,16.547026035841554,19.42235987214372,15.73864454170689,11.742681568139233,10.503868173924277,13.341891330317594,13.640005662222393,9.180770571925676,10.17386856127996,6.626557781768497,3.848842133942526,12.320917640055995,36,44,58,70,46,36,36,32,3,8,7,5,6,5,5,8,8,6,5,4,16.5,12.5,12.5,14.5,16.5,16.5,14.5,14.5,16.5,16.5,12.5,12.5,0.457334,10.244570267884026,15.818625422137396,19.687223091927745,100.92758180613754,155.02245544522367,122.26897430419922,127.07948233084116,2160.785217306399,729756.9704540748,8060935.0,3.9789631025404897,11.065646632822684,3.656368149849525,3.405562725583885,0
2,2,2,1,1,1,1,2,1,1,2,2,1,15.113883313941187,9.781338211309048,10.476146667133436,15.982234973736922,15.835827596005402,10.223726108131814,11.653546421890496,10.16567038516223,10.435844732201076,10.728698982551578,14.655792470424784,9.138596149903606,11.595679834470502,12.31401407152589,12.50843094625452,16.54555049170449,9.162100864807144,13.90909097273834,20.092041824245825,14.06834610295482,18.35559428692796,10.133643342589494,12.450568065221889,14.759856753924396,13.170649592473636,14.050797253323251,12.038717393937986,-2.681863576028263,6.873937424999895,8.670345443562837,44,46,47,59,41,36,36,33,4,6,7,5,6,3,6,5,8,6,8,4,12.5,12.5,16.5,16.5,14.5,12.5,10.5,16.5,14.5,16.5,14.5,16.5,0.405353,10.074546244127452,14.971330502161845,20.2823727685111,124.44678748572996,201.42337787313733,171.14816284179688,142.8509441421119,2032.6793778560293,632852.1106111696,5698634.0,4.694400072986489,13.15914611812854,4.429437755860823,3.854375480706308,0
1,2,2,1,1,2,1,1,2,1,2,2,1,10.070705704332797,16.34942001075251,14.627931362425445,9.294457085605243,9.452752516546752,10.636536982550751,14.448678455722984,11.13047650194494,13.09030511410674,12.160115757666064,9.580139182915444,13.73703834618209,10.071447002643254,13.542306041985285,16.420629212108906,9.938087902206462,16.15039556840202,16.58993085072143,18.999350289290305,15.437098499562126,18.041996707150247,12.3115478647087,12.617348220737767,12.94628447004652,11.024713417937164,12.824699027711176,13.16859617580485,4.267398930292984,7.898762424236338,2.8746403549957904,40,58,48,59,69,39,33,36,4,6,8,6,5,4,5,8,8,8,8,4,14.5,12.5,14.5,14.5,14.5,14.5,14.5,14.5,12.5,16.5,12.5,16.5,0.418094,10.065642457679552,16.449487679847596,19.56081788820779,119.76180695452548,190.31606080732303,135.3164825439453,143.06654948615378,2003.6455042658497,647851.4787253769,1583865.0,4.654705880182267,13.36820469990382,4.0251444620517,3.698169496627771,0
1,1,1,2,1,2,1,2,2,2,2,1,1,10.75040102523053,16.887046027753968,14.75815593736479,14.901217281178106,16.963953126745764,15.473796694364864,15.159769611491356,10.419775711663531,12.74834047589684,14.215449536044616,12.35539298603544,12.928972472727764,12.923097136022989,12.359729801130015,10.111270710884128,10.28484160482185,11.326041014457587,13.551934301678555,15.77476697327802,19.527823428914417,20.6735643898719,13.819084912640392,10.254190261053736,9.824075973345316,11.080097626589122,14.497460406608296,11.302856407870422,2.650557464723533,-3.028800315274566,8.607971037337848,55,40,38,69,57,66,35,34,3,8,9,5,5,3,6,8,6,8,8,6,12.5,12.5,16.5,14.5,12.5,16.5,14.5,16.5,14.5,12.5,14.5,14.5,0.463506,10.089657157918788,15.448406738375745,19.682309800622583,96.74438085147534,154.73430494684033,93.63185119628906,122.90860015927689,2172.451413272774,750465.4929631528,357893580.0,4.026114481158151,11.257727665011052,3.5974367248519443,3.2157061596063388,0
1,1,1,1,2,1,1,2,2,2,1,1,2,16.95516291167587,11.03433909546584,14.132882005535066,14.901052507571876,14.031477256678045,10.200737099163234,10.51815380807966,11.583322393707933,16.38864082004875,16.640674407593906,14.08243194874376,13.041391792707143,13.649734809063377,16.330396900884807,12.073645046912134,14.660899895243348,12.035435645841062,14.64818903338164,13.820227093063297,18.58157524745912,20.2946790298447,14.552020609611644,10.310789258452132,9.11643267259933,11.1522742502857,9.024832334602252,12.941058916272596,5.739009892917238,1.159064248087816,17.67582616757136,62,45,41,59,56,49,34,33,3,7,7,6,6,3,4,6,8,6,5,4,12.5,12.5,14.5,14.5,16.5,12.5,12.5,14.5,16.5,14.5,16.5,12.5,0.457902,9.97016744073734,15.371047494610366,20.06024458291665,97.22642299771724,150.95882593468568,133.06886291503906,120.10662195250586,2265.8661432642466,701930.176276409,9769744.0,3.983874156757608,11.10620051030256,3.47437694602562,3.1662485303975347,0
